t,frame,mode,bx,by,bz,roll,pitch,yaw,vx,vy,vz,wx,wy,wz,cmd_vx,cmd_yaw,roll_bal,pitch_bal,front_right_fx,front_right_fy,front_right_fz,front_right_contact,front_right_tau_coxa,front_right_tau_femur,front_right_tau_tibia,front_right_state,front_left_fx,front_left_fy,front_left_fz,front_left_contact,front_left_tau_coxa,front_left_tau_femur,front_left_tau_tibia,front_left_state,mid_right_fx,mid_right_fy,mid_right_fz,mid_right_contact,mid_right_tau_coxa,mid_right_tau_femur,mid_right_tau_tibia,mid_right_state,mid_left_fx,mid_left_fy,mid_left_fz,mid_left_contact,mid_left_tau_coxa,mid_left_tau_femur,mid_left_tau_tibia,mid_left_state,rear_right_fx,rear_right_fy,rear_right_fz,rear_right_contact,rear_right_tau_coxa,rear_right_tau_femur,rear_right_tau_tibia,rear_right_state,rear_left_fx,rear_left_fy,rear_left_fz,rear_left_contact,rear_left_tau_coxa,rear_left_tau_femur,rear_left_tau_tibia,rear_left_state
0.956,92,7,0.0016,-0.0036,0.2127,0.0004,-0.0030,0.0084,0.0067,0.0001,0.0298,0.0107,-0.0168,0.0214,0.000,0.000,0.0003,-0.0029,0.2945,-0.1867,0.0157,0,0.005,0.027,0.006,STANCE,0.2924,0.1836,0.0154,0,0.003,0.032,0.003,STANCE,0.0048,-0.3395,0.0141,1,0.602,2.228,0.984,STANCE,-0.0001,0.3323,0.0142,1,0.278,1.562,0.608,STANCE,-0.2871,-0.1914,0.0217,0,0.002,0.028,0.000,LIFT,-0.3063,0.1921,0.0150,1,0.361,0.917,0.648,STANCE
1.020,96,7,0.0017,-0.0036,0.2131,0.0004,-0.0028,0.0085,0.0064,-0.0000,0.0189,0.0109,-0.0162,0.0204,0.000,0.000,0.0003,-0.0027,0.2945,-0.1867,0.0155,0,0.005,0.028,0.004,STANCE,0.2924,0.1836,0.0153,0,0.004,0.033,0.001,STANCE,0.0048,-0.3395,0.0141,1,0.598,2.245,0.982,STANCE,-0.0001,0.3323,0.0142,1,0.280,1.587,0.608,STANCE,-0.2868,-0.1912,0.0220,0,0.002,0.029,0.000,LIFT,-0.3060,0.1919,0.0150,1,0.356,0.898,0.638,STANCE
1.041,100,7,0.0017,-0.0036,0.2134,0.0004,-0.0027,0.0085,0.0060,-0.0001,0.0117,0.0105,-0.0160,0.0195,0.000,0.000,0.0003,-0.0026,0.2945,-0.1867,0.0154,0,0.005,0.029,0.002,STANCE,0.2924,0.1836,0.0152,0,0.004,0.033,0.000,STANCE,0.0049,-0.3395,0.0140,1,0.592,2.253,0.979,STANCE,-0.0001,0.3323,0.0141,1,0.279,1.603,0.606,STANCE,-0.2865,-0.1911,0.0223,0,0.002,0.030,0.001,LIFT,-0.3057,0.1917,0.0149,1,0.351,0.879,0.628,STANCE
1.104,104,7,0.0018,-0.0036,0.2135,0.0004,-0.0025,0.0085,0.0055,-0.0007,0.0068,0.0073,-0.0188,0.0197,0.000,0.000,0.0003,-0.0024,0.2945,-0.1866,0.0153,0,0.027,0.066,0.007,STANCE,0.2924,0.1836,0.0151,0,0.043,0.062,0.018,STANCE,0.0049,-0.3395,0.0140,1,0.550,2.073,0.911,STANCE,-0.0001,0.3323,0.0141,1,0.383,1.852,0.712,STANCE,-0.2864,-0.1910,0.0224,0,0.058,0.006,0.013,LIFT,-0.3054,0.1915,0.0149,1,0.076,0.075,0.037,STANCE
1.124,108,7,0.0019,-0.0036,0.2136,0.0004,-0.0024,0.0086,0.0051,-0.0006,0.0039,0.0070,-0.0187,0.0192,0.000,0.000,0.0003,-0.0023,0.2945,-0.1866,0.0151,0,0.026,0.065,0.006,STANCE,0.2924,0.1836,0.0150,0,0.043,0.061,0.017,STANCE,0.0049,-0.3395,0.0139,1,0.557,2.076,0.907,STANCE,-0.0001,0.3323,0.0141,1,0.393,1.860,0.710,STANCE,-0.2863,-0.1909,0.0225,0,0.056,0.007,0.013,LIFT,-0.3051,0.1913,0.0149,1,0.074,0.071,0.036,STANCE
1.185,112,7,0.0019,-0.0036,0.2137,0.0004,-0.0023,0.0086,0.0027,-0.0009,0.0023,0.0076,-0.0171,0.0151,0.000,0.000,0.0004,-0.0022,0.2945,-0.1866,0.0151,0,0.021,0.059,0.005,STANCE,0.2924,0.1836,0.0150,0,0.035,0.028,0.002,STANCE,0.0049,-0.3395,0.0139,1,0.535,2.089,0.877,STANCE,-0.0001,0.3323,0.0140,1,0.417,1.910,0.747,STANCE,-0.2862,-0.1909,0.0226,0,0.049,0.017,0.011,LIFT,-0.3048,0.1910,0.0148,1,0.066,0.062,0.034,STANCE
1.207,116,7,0.0019,-0.0036,0.2137,0.0004,-0.0023,0.0086,-0.0014,-0.0002,0.0023,-0.0125,0.0329,-0.0259,0.000,0.000,0.0004,-0.0021,0.2945,-0.1866,0.0150,0,0.017,0.011,0.004,STANCE,0.2925,0.1836,0.0150,1,0.596,0.721,0.430,STANCE,0.0049,-0.3395,0.0138,1,0.340,2.033,0.780,STANCE,-0.0001,0.3323,0.0140,1,1.068,1.562,0.583,STANCE,-0.2861,-0.1909,0.0227,0,0.048,0.047,0.008,LIFT,-0.3058,0.1918,0.0150,0,0.263,0.740,0.428,STANCE
1.270,120,7,0.0020,-0.0036,0.2137,0.0004,-0.0024,0.0087,0.0033,0.0009,0.0004,0.0109,-0.0173,0.0159,0.000,0.000,0.0004,-0.0021,0.2946,-0.1866,0.0150,0,0.013,0.016,0.001,STANCE,0.2925,0.1837,0.0150,0,0.003,0.016,0.003,STANCE,0.0049,-0.3395,0.0138,1,0.438,2.246,0.990,STANCE,-0.0001,0.3323,0.0140,1,0.260,1.631,0.652,STANCE,-0.2861,-0.1909,0.0227,0,0.004,0.037,0.002,LIFT,-0.3055,0.1916,0.0150,1,0.347,0.866,0.623,STANCE
1.291,124,7,0.0020,-0.0036,0.2137,0.0004,-0.0024,0.0086,0.0010,-0.0007,-0.0001,0.0069,-0.0182,0.0165,0.000,0.000,0.0004,-0.0021,0.2946,-0.1866,0.0150,0,0.019,0.055,0.001,STANCE,0.2926,0.1837,0.0150,0,0.040,0.028,0.007,STANCE,0.0049,-0.3395,0.0138,1,0.400,2.084,0.876,STANCE,-0.0001,0.3323,0.0140,1,0.359,1.942,0.779,STANCE,-0.2861,-0.1909,0.0227,0,0.054,0.008,0.011,LIFT,-0.3052,0.1913,0.0149,1,0.067,0.073,0.041,STANCE
1.360,128,7,0.0020,-0.0036,0.2137,0.0004,-0.0024,0.0086,-0.0041,-0.0006,0.0011,-0.0205,0.0307,-0.0295,0.000,0.000,0.0004,-0.0021,0.2946,-0.1867,0.0150,1,0.451,0.563,0.215,STANCE,0.2927,0.1838,0.0150,0,0.044,0.130,0.095,STANCE,0.0049,-0.3395,0.0138,1,0.248,1.840,0.780,STANCE,-0.0001,0.3323,0.0140,1,0.826,1.703,0.602,STANCE,-0.2861,-0.1909,0.0227,0,0.048,0.053,0.010,LIFT,-0.3061,0.1920,0.0151,0,0.270,0.746,0.432,STANCE
1.381,132,7,0.0019,-0.0036,0.2137,0.0004,-0.0024,0.0086,-0.0043,-0.0007,0.0010,-0.0202,0.0297,-0.0295,0.000,0.000,0.0004,-0.0022,0.2946,-0.1867,0.0150,1,0.446,0.628,0.232,STANCE,0.2927,0.1838,0.0150,0,0.025,0.065,0.054,STANCE,0.0049,-0.3395,0.0138,1,0.269,1.808,0.774,STANCE,-0.0001,0.3323,0.0139,1,0.808,1.716,0.616,STANCE,-0.2861,-0.1909,0.0227,0,0.050,0.055,0.010,LIFT,-0.3058,0.1918,0.0150,0,0.268,0.750,0.430,STANCE
1.449,136,7,0.0020,-0.0036,0.2137,0.0004,-0.0025,0.0087,0.0027,0.0010,-0.0008,0.0140,-0.0177,0.0156,0.000,0.000,0.0003,-0.0022,0.2946,-0.1867,0.0150,0,0.031,0.016,0.021,STANCE,0.2928,0.1839,0.0150,0,0.001,0.015,0.005,STANCE,0.0049,-0.3395,0.0138,1,0.402,2.234,0.978,STANCE,-0.0001,0.3323,0.0139,1,0.211,1.655,0.677,STANCE,-0.2861,-0.1909,0.0226,0,0.005,0.037,0.001,LIFT,-0.3056,0.1916,0.0150,1,0.349,0.874,0.627,STANCE
1.470,140,7,0.0019,-0.0036,0.2137,0.0004,-0.0025,0.0087,0.0008,-0.0005,-0.0007,0.0076,-0.0185,0.0173,0.000,0.000,0.0004,-0.0022,0.2947,-0.1867,0.0150,0,0.018,0.052,0.000,STANCE,0.2929,0.1839,0.0150,0,0.041,0.024,0.009,STANCE,0.0049,-0.3395,0.0138,1,0.382,2.082,0.867,STANCE,-0.0001,0.3323,0.0139,1,0.341,1.959,0.799,STANCE,-0.2861,-0.1909,0.0226,0,0.055,0.008,0.011,LIFT,-0.3053,0.1914,0.0149,1,0.070,0.074,0.043,STANCE
1.543,144,7,0.0019,-0.0036,0.2137,0.0004,-0.0025,0.0086,-0.0038,-0.0008,0.0005,-0.0204,0.0330,-0.0311,0.000,0.000,0.0004,-0.0022,0.2947,-0.1867,0.0150,1,0.448,0.658,0.306,STANCE,0.2929,0.1839,0.0150,0,0.018,0.022,0.030,STANCE,0.0049,-0.3395,0.0137,1,0.236,1.831,0.773,STANCE,-0.0001,0.3323,0.0139,1,0.779,1.743,0.614,STANCE,-0.2861,-0.1909,0.0226,0,0.048,0.054,0.010,LIFT,-0.3062,0.1921,0.0151,0,0.273,0.762,0.440,STANCE
1.564,148,7,0.0019,-0.0036,0.2137,0.0004,-0.0025,0.0086,-0.0041,-0.0008,0.0007,-0.0197,0.0308,-0.0306,0.000,0.000,0.0003,-0.0022,0.2947,-0.1867,0.0150,1,0.433,0.686,0.297,STANCE,0.2930,0.1840,0.0150,0,0.018,0.025,0.031,STANCE,0.0049,-0.3395,0.0137,1,0.270,1.809,0.765,STANCE,-0.0001,0.3323,0.0139,1,0.790,1.743,0.630,STANCE,-0.2861,-0.1909,0.0226,0,0.049,0.053,0.010,LIFT,-0.3060,0.1919,0.0150,0,0.269,0.760,0.434,STANCE
1.637,152,7,0.0019,-0.0036,0.2137,0.0004,-0.0026,0.0087,0.0024,0.0012,-0.0007,0.0123,-0.0167,0.0168,0.000,0.000,0.0003,-0.0022,0.2947,-0.1867,0.0150,0,0.020,0.011,0.011,STANCE,0.2930,0.1840,0.0150,0,0.002,0.010,0.010,STANCE,0.0049,-0.3395,0.0137,1,0.372,2.250,0.981,STANCE,-0.0001,0.3323,0.0139,1,0.186,1.655,0.680,STANCE,-0.2861,-0.1909,0.0226,0,0.004,0.034,0.001,LIFT,-0.3057,0.1917,0.0150,1,0.354,0.886,0.633,STANCE
1.658,156,7,0.0019,-0.0036,0.2137,0.0004,-0.0025,0.0087,0.0013,-0.0004,-0.0008,0.0087,-0.0179,0.0162,0.000,0.000,0.0003,-0.0023,0.2947,-0.1867,0.0150,0,0.015,0.048,0.003,STANCE,0.2931,0.1841,0.0150,0,0.045,0.006,0.018,STANCE,0.0049,-0.3395,0.0137,1,0.353,2.086,0.865,STANCE,-0.0001,0.3323,0.0139,1,0.316,1.967,0.812,STANCE,-0.2861,-0.1909,0.0226,0,0.053,0.009,0.012,LIFT,-0.3054,0.1914,0.0149,1,0.070,0.072,0.042,STANCE
1.724,160,7,0.0019,-0.0036,0.2137,0.0004,-0.0025,0.0087,-0.0034,-0.0009,0.0005,-0.0202,0.0358,-0.0316,0.000,0.000,0.0003,-0.0023,0.2947,-0.1867,0.0150,1,0.458,0.698,0.373,STANCE,0.2931,0.1841,0.0150,0,0.014,0.031,0.038,STANCE,0.0049,-0.3395,0.0137,1,0.235,1.839,0.766,STANCE,-0.0001,0.3323,0.0139,1,0.786,1.761,0.623,STANCE,-0.2861,-0.1909,0.0226,0,0.047,0.055,0.010,LIFT,-0.3064,0.1922,0.0151,0,0.275,0.769,0.443,STANCE
1.746,164,7,0.0019,-0.0036,0.2137,0.0004,-0.0025,0.0086,-0.0040,-0.0007,0.0008,-0.0197,0.0317,-0.0308,0.000,0.000,0.0003,-0.0023,0.2947,-0.1867,0.0150,1,0.439,0.715,0.332,STANCE,0.2932,0.1842,0.0150,0,0.014,0.033,0.037,STANCE,0.0049,-0.3395,0.0137,1,0.273,1.811,0.763,STANCE,-0.0001,0.3323,0.0139,1,0.796,1.750,0.634,STANCE,-0.2861,-0.1909,0.0226,0,0.049,0.053,0.009,LIFT,-0.3061,0.1920,0.0150,0,0.271,0.767,0.437,STANCE
1.810,168,7,0.0019,-0.0036,0.2137,0.0004,-0.0026,0.0087,0.0026,0.0012,-0.0006,0.0128,-0.0166,0.0157,0.000,0.000,0.0003,-0.0023,0.2947,-0.1867,0.0150,0,0.013,0.019,0.001,STANCE,0.2932,0.1842,0.0150,0,0.002,0.017,0.006,STANCE,0.0049,-0.3395,0.0137,1,0.391,2.270,0.989,STANCE,-0.0001,0.3323,0.0139,1,0.216,1.649,0.676,STANCE,-0.2861,-0.1909,0.0226,0,0.006,0.036,0.001,LIFT,-0.3058,0.1918,0.0150,1,0.355,0.898,0.639,STANCE
1.831,172,7,0.0019,-0.0036,0.2137,0.0004,-0.0025,0.0087,0.0014,-0.0003,-0.0006,0.0085,-0.0181,0.0170,0.000,0.000,0.0004,-0.0023,0.2947,-0.1867,0.0150,0,0.016,0.050,0.003,STANCE,0.2933,0.1842,0.0150,0,0.047,0.006,0.018,STANCE,0.0049,-0.3395,0.0137,1,0.360,2.093,0.871,STANCE,-0.0001,0.3323,0.0139,1,0.322,1.966,0.811,STANCE,-0.2861,-0.1909,0.0226,0,0.054,0.008,0.012,LIFT,-0.3055,0.1915,0.0149,1,0.072,0.074,0.043,STANCE
1.907,176,7,0.0019,-0.0036,0.2137,0.0004,-0.0025,0.0087,0.0016,-0.0002,-0.0007,0.0093,-0.0174,0.0156,0.000,0.000,0.0003,-0.0023,0.2947,-0.1867,0.0150,0,0.014,0.047,0.003,STANCE,0.2933,0.1842,0.0150,0,0.047,0.005,0.024,STANCE,0.0049,-0.3395,0.0137,1,0.327,2.084,0.866,STANCE,-0.0001,0.3323,0.0139,1,0.296,1.965,0.815,STANCE,-0.2861,-0.1909,0.0225,0,0.051,0.009,0.012,LIFT,-0.3052,0.1913,0.0148,1,0.070,0.069,0.041,STANCE
