t,frame,mode,bx,by,bz,roll,pitch,yaw,vx,vy,vz,wx,wy,wz,cmd_vx,cmd_yaw,roll_bal,pitch_bal,front_right_fx,front_right_fy,front_right_fz,front_right_contact,front_right_tau_coxa,front_right_tau_femur,front_right_tau_tibia,front_right_state,front_left_fx,front_left_fy,front_left_fz,front_left_contact,front_left_tau_coxa,front_left_tau_femur,front_left_tau_tibia,front_left_state,mid_right_fx,mid_right_fy,mid_right_fz,mid_right_contact,mid_right_tau_coxa,mid_right_tau_femur,mid_right_tau_tibia,mid_right_state,mid_left_fx,mid_left_fy,mid_left_fz,mid_left_contact,mid_left_tau_coxa,mid_left_tau_femur,mid_left_tau_tibia,mid_left_state,rear_right_fx,rear_right_fy,rear_right_fz,rear_right_contact,rear_right_tau_coxa,rear_right_tau_femur,rear_right_tau_tibia,rear_right_state,rear_left_fx,rear_left_fy,rear_left_fz,rear_left_contact,rear_left_tau_coxa,rear_left_tau_femur,rear_left_tau_tibia,rear_left_state
0.501,44,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5527,0.0006,-0.0002,-0.0001,0.0005,-0.0004,-0.0007,0.000,0.000,0.0000,0.0000,-1.7775,-0.2265,0.0145,1,0.827,0.980,0.819,,-1.5832,0.0885,0.0145,1,0.024,0.991,0.869,,-2.1037,-0.2018,0.0144,1,0.495,1.007,0.907,,-1.7518,0.3687,0.0144,1,0.548,1.014,0.786,,-2.2723,0.0786,0.0144,1,0.180,1.297,1.103,,-2.0781,0.3938,0.0144,1,0.496,0.778,0.697,
0.573,48,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5528,0.0006,-0.0002,-0.0001,0.0005,-0.0004,-0.0006,0.000,0.000,0.0000,0.0000,-1.7775,-0.2265,0.0145,1,0.828,0.980,0.819,,-1.5832,0.0885,0.0145,1,0.024,0.993,0.872,,-2.1037,-0.2018,0.0144,1,0.495,1.007,0.907,,-1.7518,0.3687,0.0144,1,0.546,1.014,0.787,,-2.2723,0.0786,0.0144,1,0.180,1.300,1.107,,-2.0781,0.3938,0.0144,1,0.496,0.778,0.697,
0.594,52,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5528,0.0008,-0.0002,-0.0001,0.0023,0.0021,-0.0004,0.000,0.000,-0.0000,-0.0000,-1.7775,-0.2265,0.0145,1,0.802,0.973,0.808,,-1.5832,0.0885,0.0145,1,0.044,0.989,0.865,,-2.1037,-0.2018,0.0144,1,0.479,0.961,0.866,,-1.7518,0.3687,0.0144,1,0.505,1.013,0.783,,-2.2723,0.0787,0.0144,1,0.186,1.312,1.123,,-2.0781,0.3938,0.0144,1,0.515,0.807,0.722,
0.673,56,1,-1.9277,0.0836,0.1285,-0.0000,-0.0001,-0.5528,0.0008,-0.0002,-0.0001,0.0020,0.0013,-0.0006,0.000,0.000,-0.0000,-0.0001,-1.7775,-0.2265,0.0145,1,0.821,0.998,0.842,,-1.5832,0.0885,0.0145,1,0.071,0.981,0.849,,-2.1038,-0.2018,0.0144,1,0.483,0.963,0.868,,-1.7518,0.3687,0.0144,1,0.496,1.034,0.816,,-2.2723,0.0787,0.0144,1,0.186,1.333,1.145,,-2.0780,0.3938,0.0144,1,0.512,0.797,0.713,
0.696,60,1,-1.9277,0.0836,0.1285,-0.0000,-0.0001,-0.5528,-0.0001,0.0004,0.0000,-0.0008,-0.0006,-0.0017,0.000,0.000,-0.0000,-0.0001,-1.7775,-0.2265,0.0145,1,0.692,0.851,0.640,,-1.5832,0.0885,0.0145,1,0.143,0.965,0.834,,-2.1037,-0.2017,0.0144,1,0.438,0.954,0.863,,-1.7517,0.3687,0.0144,1,0.639,1.197,1.018,,-2.2723,0.0787,0.0144,1,0.126,1.338,1.162,,-2.0780,0.3939,0.0144,1,0.528,0.822,0.734,
0.774,64,1,-1.9277,0.0836,0.1285,-0.0000,-0.0001,-0.5528,-0.0006,0.0008,0.0000,-0.0011,0.0014,-0.0017,0.000,0.000,-0.0000,-0.0001,-1.7776,-0.2265,0.0145,1,0.674,0.802,0.557,,-1.5832,0.0885,0.0145,1,0.166,0.982,0.865,,-2.1038,-0.2018,0.0144,1,0.410,0.929,0.842,,-1.7517,0.3687,0.0144,1,0.759,1.196,1.051,,-2.2723,0.0787,0.0144,1,0.217,1.321,1.137,,-2.0780,0.3939,0.0144,1,0.555,0.864,0.770,
0.796,68,1,-1.9277,0.0836,0.1285,-0.0000,-0.0001,-0.5529,-0.0001,0.0003,0.0000,-0.0010,-0.0006,-0.0014,0.000,0.000,-0.0000,-0.0001,-1.7776,-0.2265,0.0145,1,0.697,0.820,0.596,,-1.5832,0.0884,0.0145,1,0.141,0.998,0.881,,-2.1038,-0.2017,0.0144,1,0.437,0.958,0.867,,-1.7517,0.3687,0.0144,1,0.675,1.146,0.951,,-2.2723,0.0787,0.0144,1,0.132,1.310,1.129,,-2.0780,0.3939,0.0144,1,0.533,0.835,0.746,
0.869,72,1,-1.9277,0.0836,0.1285,-0.0000,-0.0001,-0.5529,0.0007,0.0002,-0.0001,-0.0003,-0.0001,-0.0014,0.000,0.000,-0.0000,-0.0001,-1.7776,-0.2265,0.0145,1,0.768,0.935,0.759,,-1.5832,0.0884,0.0145,1,0.072,0.992,0.863,,-2.1038,-0.2017,0.0144,1,0.475,0.988,0.891,,-1.7517,0.3687,0.0144,1,0.673,1.143,0.966,,-2.2723,0.0787,0.0144,1,0.001,1.336,1.152,,-2.0780,0.3939,0.0144,1,0.525,0.807,0.721,
0.891,76,1,-1.9277,0.0836,0.1285,-0.0000,-0.0001,-0.5529,0.0004,0.0004,-0.0001,-0.0007,-0.0003,-0.0015,0.000,0.000,-0.0000,-0.0001,-1.7776,-0.2265,0.0145,1,0.730,0.884,0.684,,-1.5832,0.0884,0.0145,1,0.071,0.994,0.874,,-2.1038,-0.2017,0.0144,1,0.455,0.971,0.878,,-1.7517,0.3687,0.0144,1,0.774,1.160,0.993,,-2.2723,0.0787,0.0144,1,0.095,1.331,1.146,,-2.0780,0.3939,0.0144,1,0.538,0.828,0.739,
0.966,80,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5529,-0.0007,0.0002,0.0001,-0.0007,-0.0021,-0.0007,0.000,0.000,0.0000,0.0000,-1.7776,-0.2265,0.0145,1,0.858,0.867,0.676,,-1.5832,0.0884,0.0145,1,0.043,0.886,0.724,,-2.1038,-0.2017,0.0144,1,0.434,0.985,0.892,,-1.7517,0.3687,0.0144,1,0.830,1.066,0.880,,-2.2723,0.0787,0.0144,1,0.001,1.284,1.071,,-2.0780,0.3939,0.0144,1,0.498,0.803,0.721,
0.989,84,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5529,0.0007,0.0002,-0.0001,0.0001,0.0016,-0.0016,0.000,0.000,0.0000,0.0000,-1.7776,-0.2265,0.0145,1,0.754,0.901,0.720,,-1.5832,0.0884,0.0145,1,0.093,0.888,0.714,,-2.1038,-0.2017,0.0144,1,0.466,0.976,0.881,,-1.7517,0.3687,0.0144,1,0.803,1.212,1.072,,-2.2723,0.0787,0.0144,1,0.121,1.285,1.082,,-2.0780,0.3939,0.0144,1,0.534,0.825,0.737,
1.066,88,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5529,0.0002,-0.0007,-0.0000,0.0011,-0.0002,0.0004,0.000,0.000,0.0000,0.0000,-1.7776,-0.2265,0.0145,1,0.827,1.026,0.886,,-1.5832,0.0884,0.0145,1,0.054,0.895,0.724,,-2.1038,-0.2017,0.0144,1,0.493,0.970,0.873,,-1.7517,0.3687,0.0144,1,0.530,0.973,0.690,,-2.2723,0.0787,0.0144,1,0.178,1.272,1.083,,-2.0780,0.3939,0.0144,1,0.474,0.767,0.690,
1.087,92,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5530,0.0007,-0.0003,-0.0001,0.0001,0.0016,-0.0004,0.000,0.000,0.0000,0.0000,-1.7776,-0.2265,0.0145,1,0.869,1.039,0.902,,-1.5832,0.0884,0.0145,1,0.004,0.910,0.754,,-2.1038,-0.2017,0.0144,1,0.501,0.999,0.899,,-1.7517,0.3687,0.0144,1,0.606,1.000,0.775,,-2.2723,0.0787,0.0144,1,0.219,1.267,1.058,,-2.0780,0.3939,0.0144,1,0.490,0.770,0.691,
1.165,96,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5530,-0.0004,0.0003,0.0001,0.0000,-0.0009,-0.0011,0.000,0.000,0.0000,0.0000,-1.7776,-0.2265,0.0145,1,0.778,0.859,0.637,,-1.5832,0.0884,0.0145,1,0.040,0.937,0.817,,-2.1038,-0.2017,0.0144,1,0.425,0.955,0.865,,-1.7517,0.3687,0.0144,1,0.643,0.978,0.749,,-2.2723,0.0787,0.0144,1,0.086,1.220,1.004,,-2.0780,0.3939,0.0144,1,0.513,0.815,0.729,
1.188,100,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5530,-0.0002,-0.0002,0.0001,0.0007,-0.0009,-0.0004,0.000,0.000,0.0000,0.0000,-1.7776,-0.2265,0.0145,1,0.828,0.886,0.685,,-1.5832,0.0884,0.0145,1,0.010,0.939,0.820,,-2.1038,-0.2017,0.0144,1,0.459,0.995,0.899,,-1.7517,0.3687,0.0144,1,0.610,0.958,0.709,,-2.2723,0.0787,0.0144,1,0.154,1.222,1.007,,-2.0780,0.3939,0.0144,1,0.488,0.783,0.703,
1.269,104,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5530,0.0002,-0.0004,-0.0000,0.0010,-0.0006,-0.0004,0.000,0.000,0.0000,0.0000,-1.7776,-0.2265,0.0145,1,0.861,0.991,0.832,,-1.5832,0.0884,0.0145,1,0.000,0.929,0.792,,-2.1038,-0.2017,0.0144,1,0.488,1.002,0.903,,-1.7517,0.3687,0.0144,1,0.586,0.961,0.715,,-2.2723,0.0787,0.0144,1,0.223,1.250,1.039,,-2.0780,0.3939,0.0144,1,0.485,0.770,0.691,
1.291,108,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5530,-0.0012,0.0003,0.0002,0.0001,-0.0007,-0.0017,0.000,0.000,0.0000,0.0000,-1.7776,-0.2265,0.0145,1,0.668,0.791,0.491,,-1.5832,0.0884,0.0145,1,0.034,0.948,0.823,,-2.1038,-0.2017,0.0144,1,0.414,0.956,0.868,,-1.7517,0.3687,0.0144,1,0.541,0.933,0.668,,-2.2723,0.0787,0.0144,1,0.115,1.212,1.017,,-2.0780,0.3939,0.0144,1,0.482,0.775,0.695,
1.371,112,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5530,-0.0013,0.0002,0.0003,-0.0002,-0.0017,-0.0008,0.000,0.000,0.0000,0.0000,-1.7776,-0.2265,0.0145,1,0.754,0.767,0.510,,-1.5832,0.0884,0.0145,1,0.045,0.940,0.844,,-2.1038,-0.2017,0.0144,1,0.409,0.961,0.872,,-1.7517,0.3687,0.0144,1,0.657,0.975,0.726,,-2.2723,0.0788,0.0144,1,0.016,1.212,1.002,,-2.0780,0.3939,0.0144,1,0.493,0.806,0.723,
1.393,116,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5531,-0.0011,0.0003,0.0002,-0.0002,-0.0014,-0.0009,0.000,0.000,0.0000,0.0000,-1.7776,-0.2265,0.0145,1,0.757,0.788,0.538,,-1.5832,0.0884,0.0145,1,0.031,0.953,0.855,,-2.1038,-0.2017,0.0144,1,0.410,0.959,0.869,,-1.7517,0.3687,0.0144,1,0.647,0.952,0.703,,-2.2723,0.0788,0.0144,1,0.049,1.210,0.996,,-2.0780,0.3939,0.0144,1,0.498,0.812,0.728,
1.464,120,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5531,-0.0008,0.0005,0.0002,-0.0008,-0.0012,-0.0012,0.000,0.000,0.0000,0.0000,-1.7777,-0.2265,0.0145,1,0.710,0.789,0.540,,-1.5832,0.0884,0.0145,1,0.063,0.945,0.835,,-2.1038,-0.2017,0.0144,1,0.414,0.949,0.860,,-1.7517,0.3687,0.0144,1,0.716,1.051,0.844,,-2.2723,0.0788,0.0144,1,0.067,1.228,1.018,,-2.0780,0.3939,0.0144,1,0.521,0.831,0.744,
1.485,124,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5531,0.0001,0.0002,-0.0000,-0.0002,-0.0005,-0.0012,0.000,0.000,0.0000,0.0000,-1.7776,-0.2265,0.0145,1,0.769,0.894,0.694,,-1.5832,0.0884,0.0145,1,0.057,0.951,0.822,,-2.1039,-0.2017,0.0144,1,0.448,0.967,0.875,,-1.7517,0.3687,0.0144,1,0.669,1.039,0.832,,-2.2723,0.0788,0.0144,1,0.044,1.245,1.035,,-2.0780,0.3939,0.0144,1,0.524,0.822,0.735,
1.565,128,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5531,0.0003,-0.0001,-0.0000,0.0006,-0.0006,-0.0009,0.000,0.000,0.0000,0.0000,-1.7776,-0.2265,0.0145,1,0.841,1.023,0.864,,-1.5832,0.0884,0.0145,1,0.011,0.921,0.780,,-2.1039,-0.2017,0.0144,1,0.470,0.963,0.869,,-1.7517,0.3687,0.0144,1,0.603,0.999,0.772,,-2.2723,0.0788,0.0144,1,0.224,1.288,1.084,,-2.0780,0.3939,0.0144,1,0.502,0.785,0.703,
1.588,132,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5531,0.0010,-0.0001,-0.0003,-0.0006,0.0042,-0.0016,0.000,0.000,0.0000,0.0000,-1.7776,-0.2265,0.0145,1,0.751,1.049,0.927,,-1.5832,0.0884,0.0145,1,0.072,0.900,0.701,,-2.1039,-0.2017,0.0144,1,0.510,0.990,0.890,,-1.7517,0.3687,0.0144,1,0.680,1.245,1.116,,-2.2723,0.0788,0.0144,1,0.020,1.338,1.158,,-2.0780,0.3939,0.0144,1,0.525,0.799,0.714,
1.666,136,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5532,-0.0003,-0.0009,0.0000,0.0015,0.0017,0.0002,0.000,0.000,0.0000,0.0000,-1.7776,-0.2265,0.0145,1,0.864,1.039,0.905,,-1.5832,0.0884,0.0145,1,0.026,0.927,0.768,,-2.1039,-0.2017,0.0144,1,0.497,0.994,0.893,,-1.7517,0.3687,0.0144,1,0.397,0.850,0.485,,-2.2723,0.0788,0.0144,1,0.339,1.280,1.107,,-2.0780,0.3939,0.0144,1,0.446,0.736,0.665,
1.689,140,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5532,0.0000,-0.0007,-0.0000,0.0013,0.0021,-0.0003,0.000,0.000,0.0000,0.0000,-1.7776,-0.2266,0.0145,1,0.826,1.052,0.922,,-1.5832,0.0884,0.0145,1,0.017,0.928,0.760,,-2.1039,-0.2017,0.0144,1,0.497,0.983,0.883,,-1.7517,0.3687,0.0144,1,0.422,0.902,0.570,,-2.2723,0.0788,0.0144,1,0.298,1.290,1.119,,-2.0780,0.3939,0.0144,1,0.460,0.746,0.672,
1.764,144,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5532,-0.0007,-0.0005,0.0001,0.0013,-0.0011,-0.0005,0.000,0.000,0.0000,0.0000,-1.7777,-0.2265,0.0145,1,0.810,0.919,0.700,,-1.5832,0.0884,0.0145,1,0.047,0.946,0.824,,-2.1039,-0.2017,0.0144,1,0.465,0.996,0.900,,-1.7517,0.3687,0.0144,1,0.481,0.900,0.614,,-2.2723,0.0788,0.0144,1,0.264,1.257,1.065,,-2.0780,0.3939,0.0144,1,0.454,0.740,0.666,
1.785,148,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5532,-0.0003,-0.0006,0.0001,0.0011,-0.0011,-0.0002,0.000,0.000,0.0000,0.0000,-1.7777,-0.2265,0.0145,1,0.854,0.937,0.756,,-1.5832,0.0883,0.0145,1,0.010,0.958,0.843,,-2.1039,-0.2017,0.0144,1,0.479,1.004,0.906,,-1.7517,0.3687,0.0144,1,0.552,0.921,0.654,,-2.2723,0.0788,0.0144,1,0.214,1.253,1.049,,-2.0779,0.3939,0.0144,1,0.469,0.763,0.686,
1.866,152,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5532,-0.0001,-0.0008,0.0000,0.0018,-0.0010,0.0004,0.000,0.000,0.0000,0.0000,-1.7777,-0.2265,0.0145,1,0.895,1.020,0.871,,-1.5832,0.0883,0.0145,1,0.009,0.950,0.829,,-2.1039,-0.2016,0.0144,1,0.503,1.017,0.916,,-1.7517,0.3686,0.0144,1,0.474,0.890,0.607,,-2.2723,0.0788,0.0144,1,0.325,1.270,1.069,,-2.0779,0.3939,0.0144,1,0.455,0.739,0.665,
1.888,156,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5532,0.0007,-0.0005,-0.0001,0.0008,-0.0003,-0.0004,0.000,0.000,0.0000,0.0000,-1.7777,-0.2265,0.0145,1,0.818,1.029,0.893,,-1.5832,0.0883,0.0145,1,0.025,0.941,0.793,,-2.1039,-0.2016,0.0144,1,0.515,1.010,0.908,,-1.7517,0.3687,0.0144,1,0.582,1.068,0.859,,-2.2723,0.0788,0.0144,1,0.146,1.298,1.103,,-2.0779,0.3939,0.0144,1,0.490,0.766,0.686,
1.971,160,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5533,0.0010,-0.0002,-0.0002,0.0001,0.0008,-0.0005,0.000,0.000,0.0000,0.0000,-1.7777,-0.2266,0.0145,1,0.839,1.040,0.903,,-1.5832,0.0883,0.0145,1,0.017,0.948,0.800,,-2.1039,-0.2016,0.0144,1,0.507,1.002,0.901,,-1.7516,0.3687,0.0144,1,0.585,1.054,0.848,,-2.2723,0.0788,0.0144,1,0.182,1.298,1.101,,-2.0779,0.3939,0.0144,1,0.505,0.780,0.698,
1.993,164,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5533,-0.0012,0.0010,0.0000,-0.0014,0.0021,-0.0018,0.000,0.000,0.0000,0.0000,-1.7777,-0.2265,0.0145,1,0.520,0.751,0.422,,-1.5832,0.0883,0.0145,1,0.086,0.937,0.768,,-2.1039,-0.2017,0.0144,1,0.403,0.914,0.831,,-1.7516,0.3687,0.0144,1,0.742,1.216,1.076,,-2.2723,0.0788,0.0144,1,0.285,1.293,1.134,,-2.0779,0.3939,0.0144,1,0.533,0.835,0.743,
2.072,168,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5533,-0.0007,0.0007,-0.0000,-0.0011,0.0021,-0.0016,0.000,0.000,0.0000,0.0000,-1.7777,-0.2265,0.0145,1,0.636,0.797,0.557,,-1.5832,0.0883,0.0145,1,0.153,0.956,0.810,,-2.1039,-0.2016,0.0144,1,0.417,0.928,0.841,,-1.7516,0.3687,0.0144,1,0.824,1.203,1.063,,-2.2723,0.0789,0.0144,1,0.272,1.282,1.099,,-2.0779,0.3939,0.0144,1,0.554,0.866,0.771,
2.094,172,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5533,-0.0010,-0.0004,0.0002,0.0001,-0.0012,-0.0002,0.000,0.000,0.0000,0.0000,-1.7777,-0.2265,0.0145,1,0.747,0.820,0.595,,-1.5832,0.0883,0.0145,1,0.073,0.980,0.868,,-2.1039,-0.2016,0.0144,1,0.431,0.944,0.854,,-1.7516,0.3686,0.0144,1,0.562,0.913,0.591,,-2.2723,0.0789,0.0144,1,0.046,1.240,1.053,,-2.0779,0.3940,0.0144,1,0.482,0.805,0.724,
2.169,176,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5533,-0.0009,-0.0002,0.0002,0.0005,-0.0017,-0.0003,0.000,0.000,0.0000,0.0000,-1.7777,-0.2265,0.0145,1,0.814,0.827,0.599,,-1.5832,0.0883,0.0145,1,0.005,0.979,0.892,,-2.1039,-0.2016,0.0144,1,0.441,0.991,0.897,,-1.7516,0.3686,0.0144,1,0.604,0.929,0.661,,-2.2723,0.0789,0.0144,1,0.128,1.243,1.037,,-2.0779,0.3940,0.0144,1,0.477,0.783,0.703,
2.191,180,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5533,-0.0009,-0.0002,0.0002,0.0005,-0.0017,-0.0003,0.000,0.000,0.0000,0.0000,-1.7777,-0.2265,0.0145,1,0.818,0.827,0.599,,-1.5832,0.0883,0.0145,1,0.015,0.981,0.895,,-2.1039,-0.2016,0.0144,1,0.440,0.991,0.897,,-1.7516,0.3686,0.0144,1,0.598,0.932,0.666,,-2.2723,0.0789,0.0144,1,0.129,1.245,1.040,,-2.0779,0.3940,0.0144,1,0.480,0.785,0.705,
2.268,184,1,-1.9277,0.0836,0.1285,-0.0000,-0.0002,-0.5534,-0.0009,-0.0002,0.0002,0.0005,-0.0017,-0.0003,0.000,0.000,0.0000,0.0000,-1.7777,-0.2265,0.0145,1,0.820,0.828,0.600,,-1.5832,0.0883,0.0145,1,0.016,0.983,0.898,,-2.1039,-0.2016,0.0144,1,0.441,0.993,0.899,,-1.7516,0.3686,0.0144,1,0.594,0.934,0.668,,-2.2723,0.0789,0.0144,1,0.131,1.248,1.043,,-2.0779,0.3940,0.0144,1,0.479,0.784,0.704,
